,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64
4520,X1:0.063718,X2:0.27648,X3:0.066849,X4:1.2903,X5:0.69055,X6:0.19983,X7:0.081665,X8:2.2767,X9:1.0456,X10:0.62947,X11:0.081665,X12:0.35469,X13:0.18809,X14:0.081665,X15:750.1,X16:0.4866,X17:3.6169,X18:0.081665,X19:0.11417,X20:30.868,X21:1.012,X22:0.074303,X23:0.089083,X24:0.25186,X25:0.62947,X26:0.42169,X27:1.0862,X28:0.095104,X29:4.992,X30:0.34481,X31:0.11417,X32:122.85,X33:2.9712,X34:0.26874,X35:0.074303,X36:0.78708,X37:5.1166,X38:0.67571,X39:0.10388,X40:0.15201,X41:0.071475,X42:0.10388,X43:133.75,X44:102.88,X45:1.0534,X46:1.0276,X47:32.275,X48:0.021431,X49:0.029962,X50:1.0745,X51:0.23024,X52:0.33656,X53:0.89552,X54:0.96131,X55:6562.4,X56:0.043585,X57:0.10123,X58:0.95642,X59:0.073462,X60:11.824,X61:3.5479,X62:117.49,X63:3.1066,X64:1.0176
4521,X1:0.030486,X2:0.15488,X3:0.55598,X4:4.7513,X5:76.835,,X7:0.030486,X8:5.4568,X9:2.0073,X10:0.84512,X11:0.030663,X12:0.2057,X13:0.031229,X14:0.030486,X15:901.8,X16:0.40474,X17:6.4568,X18:0.030486,X19:0.015188,X20:24.508,X21:1.0817,X22:0.022708,X23:0.015188,X24:0.44466,X25:0.72201,X26:0.40474,X27:128.2,X28:1.8795,X29:3.7021,X30:0.059397,X31:0.015276,X32:27.106,X33:13.465,X34:12.886,X35:0.011539,X36:2.0073,,X38:0.84512,X39:0.005749,X40:0.25489,X41:0.094023,X42:0.011313,X43:121.18,X44:96.672,X45:0.22619,X46:3.8419,X47:24.65,X48:-0.009491,X49:-0.004728,X50:4.5468,X51:0.14821,X52:0.074264,X53:2.857,X54:2.857,X55:2799.9,X56:0.005749,X57:0.036073,X58:0.98496,,X60:14.893,X61:3.7756,X62:26.951,X63:13.543,X64:6.7856
4522,X1:0.068788,X2:0.39274,X3:0.20566,X4:1.6163,X5:-165.61,,X7:0.068788,X8:1.5462,X9:1.3989,X10:0.60726,X11:0.10093,X12:0.20614,X13:0.052968,X14:0.068788,X15:1934.6,X16:0.18867,X17:2.5462,X18:0.068788,X19:0.049173,X20:110.05,X21:0.96123,,X23:0.049173,X24:0.22314,X25:0.59993,X26:0.18867,,X28:0.44647,X29:3.8334,X30:0.27327,X31:0.11677,X32:249.89,X33:1.4607,X34:1.2411,X35:0.80304,X36:1.3989,X37:2.7421,X38:0.65014,X39:0.57404,X40:0.048259,X41:2.4658,,X43:136.53,X44:26.472,X45:0.16308,X46:0.3523,X47:315.86,X48:-0.005309,X49:-0.003795,X50:1.3733,X51:0.3337,X52:0.68462,X53:1.3183,X54:1.4114,X55:1401.3,X56:0.65157,X57:0.11328,X58:0.38091,X59:0.070601,X60:3.3166,X61:13.788,X62:87.068,X63:4.1921,X64:3.0369
4523,X1:0.024181,X2:0.48595,X3:0.33323,X4:1.7277,X5:-62.085,X6:0.11227,X7:0.035167,X8:0.68349,X9:1.0318,X10:0.33214,X11:0.035167,X12:0.076801,X13:0.08963,X14:0.035167,X15:1976.2,X16:0.1847,X17:2.0578,X18:0.035167,X19:0.035118,X20:98.786,X21:0.69923,X22:0.04319,X23:0.024147,X24:0.1544,X25:0.33214,X26:0.16209,X27:0.44502,X28:1.5954,X29:4.6683,X30:0.36362,X31:0.035118,X32:172.21,X33:2.1195,X34:0.088878,X35:0.04319,X36:1.0295,X37:18.545,X38:0.36019,X39:0.04313,X40:0.74684,X41:0.1634,X42:0.04313,X43:163.71,X44:64.925,X45:0.089219,X46:1.1358,X47:101.93,X48:-0.011398,X49:-0.011382,X50:1.628,X51:0.4579,X52:0.47181,X53:1.5902,X54:1.7245,X55:15526,X56:0.030833,X57:0.072802,X58:0.96917,X59:0.084438,X60:3.6948,X61:5.6219,X62:166.9,X63:2.1869,X64:4.7944
4524,X1:0.016032,X2:0.00791,X3:0.050838,X4:7.4273,X5:138.37,X6:0.092864,X7:0.019979,X8:125.22,X9:1.0835,X10:0.99045,X11:0.019979,X12:2.5259,X13:0.54496,X14:0.019979,X15:18.299,X16:19.946,X17:126.43,X18:0.019979,X19:0.069012,,X21:1.0051,X22:0.021378,X23:0.055376,X24:0.11481,X25:0.99045,X26:19.447,X27:0.80005,X28:0.054012,X29:3.8403,X30:-0.14987,X31:0.069012,X32:10.805,X33:33.782,X34:2.7027,X35:0.021378,X36:0.29047,,X38:0.99045,X39:0.073842,X40:6.6238,X41:0.001634,X42:0.073842,X43:8.0128,X44:8.0128,,X46:7.4273,,X48:-0.11641,X49:-0.4021,X50:7.4273,X51:0.00791,X52:0.029602,X53:1.0523,X54:1.0523,X55:351.96,X56:0.07704,X57:0.016186,X58:0.92296,,,X61:45.552,X62:9.9723,X63:36.601,X64:0.30758
4525,X1:0.004048,X2:0.25112,X3:-0.03081,X4:0.84308,X5:-70.674,X6:0.06431,X7:0.006,X8:2.9822,X9:1.0346,X10:0.74888,X11:0.006,X12:0.03056,X13:0.050229,X14:0.006,X15:3701.6,X16:0.098606,X17:3.9822,X18:0.006,X19:0.012171,X20:41.921,X21:0.86654,X22:0.011857,X23:0.008211,X24:0.081429,X25:0.74888,X26:0.090832,X27:0.24885,X28:-0.036921,X29:4.6232,X30:0.50365,X31:0.012171,X32:150.4,X33:2.4269,X34:0.047217,X35:0.011857,X36:0.50738,X37:1.9878,X38:0.80367,X39:0.024052,X40:0.026801,X41:0.26964,X42:0.024052,X43:118.66,X44:76.737,X45:0.071489,X46:0.55469,X47:43.372,X48:-0.006905,X49:-0.014006,X50:0.65914,X51:0.19633,X52:0.41205,X53:0.89743,X54:0.96308,X55:-1294,X56:0.03347,X57:0.005405,X58:0.96653,X59:0.073157,X60:8.7069,X61:4.7565,X62:145.37,X63:2.5109,X64:0.59076
4526,X1:0.18131,X2:0.21273,X3:0.4106,X4:2.9302,X5:83.33,X6:0.76133,X7:0.22745,X8:3.4094,X9:1.1318,X10:0.72528,X11:0.22745,X12:1.0692,X13:0.15244,X14:0.22745,X15:289.93,X16:1.2589,X17:4.7008,X18:0.22745,X19:0.12946,X20:12.283,X21:0.9933,X22:0.21191,X23:0.1032,X24:0.96717,X25:0.72528,X26:1.0421,X27:1.3652,X28:1.0901,X29:4.664,X30:-0.023,X31:0.12946,X32:50.022,X33:7.2969,X34:0.99614,X35:0.21191,X36:1.7813,,X38:0.72528,X39:0.12062,X40:1.1971,X41:0.027723,X42:0.12062,X43:76.594,X44:64.311,X45:3.0667,X46:2.6522,X47:13.902,X48:0.17155,X49:0.097642,X50:2.9302,X51:0.21273,X52:0.13705,X53:1.9255,X54:1.9255,X55:18943,X56:0.11647,X57:0.24999,X58:0.88353,,X60:29.715,X61:5.6755,X62:44.196,X63:8.2587,X64:4.6643
4527,X1:0.063056,X2:0.3328,X3:0.35913,X4:2.8545,X5:68.435,X6:-0.11597,X7:0.059516,X8:1.8423,X9:0.85114,X10:0.6131,X11:0.059516,X12:0.30733,X13:0.084206,X14:0.059516,X15:1511,X16:0.24157,X17:3.0048,X18:0.059516,X19:0.062339,X20:56.603,X21:0.72706,X22:0.0703,X23:0.066047,X24:-0.1271,X25:0.6131,X26:0.2522,X27:0.62674,X28:0.80303,X29:3.773,X30:-0.001927,X31:0.062339,X32:63.016,X33:5.7922,X34:0.21124,X35:0.0703,X36:1.2042,X37:2.9087,X38:0.75224,X39:0.073635,X40:1.7374,X41:0.12,X42:0.073635,X43:82.706,X44:26.103,X45:0.4259,X46:2.09,X47:48.177,X48:0.049424,X49:0.051768,X50:1.661,X51:0.19365,X52:0.17265,X53:1.3709,X54:1.682,X55:2129.3,X56:-0.17489,X57:0.10285,X58:1.1749,X59:0.22695,X60:6.4484,X61:13.983,X62:74.036,X63:4.93,X64:2.1348
4528,X1:-0.15262,X2:0.74697,X3:-0.48094,X4:0.34591,X5:-179.02,X6:-3.1792,X7:-0.15262,X8:0.33874,X9:0.99055,X10:0.25303,X11:-0.13931,X12:-0.20757,X13:-0.11956,X14:-0.15262,X15:-2302.2,X16:-0.15854,X17:1.3387,X18:-0.15262,X19:-0.15408,X20:21.049,X21:1.1309,X22:-0.14405,X23:-0.15408,X24:-0.058497,X25:-3.3318,X26:-0.15854,X27:-10.821,X28:-0.64499,X29:3.5854,X30:0.75298,X31:-0.1428,X32:239.76,X33:1.5223,X34:1.4985,X35:-0.12879,X36:0.99055,,X38:0.25303,X39:-0.13002,X40:0.003621,X41:-0.22665,X42:-0.14542,X43:92.74,X44:71.692,X45:-2.6718,X46:0.26823,X47:18.627,X48:-0.17824,X49:-0.17994,X50:0.3405,X51:0.73528,X52:0.65689,X53:0.33934,X54:0.33934,X55:-1851.2,X56:-0.13002,X57:-0.60317,X58:1.1426,,X60:17.341,X61:5.0912,X62:270.94,X63:1.3472,X64:1.3284
4529,X1:0.091428,X2:0.52945,X3:0.21901,X4:1.4137,X5:-0.43369,,X7:0.091428,X8:0.88877,X9:4.6866,X10:0.47055,X11:0.12462,X12:0.17269,X13:0.023529,X14:0.091428,X15:1752.5,X16:0.20828,X17:1.8888,X18:0.091428,X19:0.019508,X20:17.35,X21:3.3789,X22:0.12462,X23:0.019508,X24:0.26569,X25:0.091428,X26:0.20828,X27:3.7546,X28:0.87066,X29:3.3858,X30:0.10235,X31:0.025537,X32:42.36,X33:8.6166,X34:8.6166,X35:0.12462,X36:4.6866,,X38:0.47055,X39:0.02659,X40:0.097202,X41:0.12302,X42:0.02659,X43:54.283,X44:36.933,X45:0.41041,X46:0.99289,X47:17.824,X48:0.10577,X49:0.022569,X50:1.4137,X51:0.52945,X52:0.11606,X53:1.8707,X54:1.8707,X55:532.48,X56:0.02659,X57:0.1943,X58:0.98049,,X60:21.038,X61:9.8828,X62:41.234,X63:8.8519,X64:18.631
4530,X1:-0.019807,X2:0.25253,X3:0.36945,X4:2.4659,X5:31.835,X6:0.0186,X7:-0.017818,X8:2.9042,X9:0.98527,X10:0.73341,X11:-0.017818,X12:-0.070697,X13:0.011661,X14:-0.017818,X15:5128.5,X16:0.071172,X17:3.9599,X18:-0.017818,X19:-0.01156,X20:54.471,X21:1.1705,X22:-0.01876,X23:-0.012851,X24:0.032141,X25:0.73341,X26:0.063295,X27:-0.11992,X28:0.97602,X29:4.5642,X30:0.15999,X31:-0.01156,X32:58.805,X33:6.2069,X34:-0.074288,X35:-0.01876,X36:1.552,X37:782.9,X38:0.73391,X39:-0.012172,X40:0.040461,X41:0.48749,X42:-0.012172,X43:144.76,X44:90.289,X45:-0.086112,X46:1.5532,X47:53.668,X48:-0.054551,X49:-0.035393,X50:2.461,X51:0.25203,X52:0.16111,X53:1.9375,X54:1.9389,X55:13544,X56:-0.014955,X57:-0.027007,X58:1.015,X59:0.000682,X60:6.7008,X61:4.0426,X62:59.685,X63:6.1155,X64:4.0718
4531,X1:0.056384,X2:0.39,X3:0.25975,X4:1.666,X5:-276.31,,X7:0.056384,X8:1.5641,X9:2.0807,X10:0.61,X11:0.057282,X12:0.14457,X13:0.33883,X14:0.056384,X15:201.92,X16:1.8077,X17:2.5641,X18:0.056384,X19:0.027098,X20:65.448,X21:1.2019,,X23:0.027098,X24:0.098784,X25:0.2762,X26:1.8077,,X28:0.74164,X29:3.4283,X30:0.18744,X31:0.060104,X32:167.4,X33:2.1804,X34:2.1804,X35:0.000006,X36:2.0807,,X38:0.61,X39:0.000003,X40:0.10642,X41:0.020043,,X43:106.7,X44:41.252,X45:0.15113,X46:0.70939,X47:160.14,X48:-0.64862,X49:-0.31173,X50:1.666,X51:0.39,X52:0.45864,X53:1.7416,X54:1.7416,X55:696.47,X56:0.59132,X57:0.092433,X58:0.40958,,X60:5.577,X61:8.848,X62:68.414,X63:5.3352,X64:5.9408
4532,X1:0.053437,X2:0.17901,X3:0.073652,X4:1.4114,X5:9.0236,X6:0.16423,X7:0.069902,X8:4.4114,X9:1.0484,X10:0.78969,X11:0.069902,X12:0.39049,X13:0.1016,X14:0.069902,X15:449.42,X16:0.81215,X17:5.5862,X18:0.069902,X19:0.048851,X20:8.2114,X21:1.0413,X22:0.069952,X23:0.037345,X24:0.21627,X25:0.78969,X26:0.72018,X27:0.51251,X28:0.098552,X29:4.411,X30:0.07283,X31:0.048851,X32:47.871,X33:7.6246,X34:0.39077,X35:0.069952,X36:1.4434,,X38:0.78969,X39:0.048886,X40:0.4689,X41:0.040467,X42:0.048886,X43:43.039,X44:34.827,X45:1.66,X46:1.2316,X47:8.6086,X48:-0.005531,X49:-0.003865,X50:1.4114,X51:0.17901,X52:0.13115,X53:1.0567,X54:1.0567,X55:1897.3,X56:0.046146,X57:0.067669,X58:0.95385,,X60:44.451,X61:10.48,X62:45.662,X63:7.9934,X64:1.9147
4533,X1:0.10793,X2:0.55937,X3:0.41814,X4:4.5094,X5:14.364,X6:0.22936,X7:0.13488,X8:0.76072,X9:1.1496,X10:0.42552,X11:0.13488,X12:1.132,X13:0.15483,X14:0.13488,X15:1018.3,X16:0.35843,X17:1.7877,X18:0.13488,X19:0.10415,X20:105.88,X21:1.1507,X22:0.17852,X23:0.083347,X24:0.28974,X25:0.42552,X26:0.31026,X27:1.5849,X28:0.9037,X29:4.5806,X30:0.40487,X31:0.10415,X32:38.61,X33:9.4536,X34:0.31915,X35:0.17852,X36:1.3148,X37:0.36721,X38:0.86574,X39:0.13786,X40:0.29586,X41:0.075326,X42:0.13786,X43:141.51,X44:35.628,X45:0.28733,X46:1.3567,X47:121.72,X48:0.11291,X49:0.087189,X50:0.96054,X51:0.11915,X52:0.10578,X53:0.91964,X54:1.871,X55:15920,X56:0.13017,X57:0.25365,X58:0.86983,X59:1.0345,X60:3.4474,X61:10.245,X62:33.584,X63:10.868,X64:2.7987
4534,X1:0.081112,X2:0.52942,X3:0.036404,X4:1.1146,X5:-24.884,,X7:0.10447,X8:0.88885,X9:1.2769,X10:0.47058,X11:0.12801,X12:0.32899,X13:0.12427,X14:0.10447,X15:1217.8,X16:0.29971,X17:1.8889,X18:0.10447,X19:0.081816,X20:30.171,X21:1.5494,X22:0.12463,X23:0.063523,,X25:0.4618,X26:0.25559,X27:5.295,X28:0.056348,X29:3.9289,X30:0.40922,X31:0.10022,X32:100.8,X33:3.6211,X34:2.172,X35:0.127,X36:1.2769,X37:1.1724,X38:0.68245,X39:0.099459,X40:0.042473,X41:0.098679,X42:0.097607,X43:97.322,X44:67.151,X45:0.76848,X46:0.78225,X47:33.503,X48:0.070431,X49:0.055158,X50:0.66857,X51:0.31755,X52:0.27616,X53:0.7284,X54:1.0563,X55:309.04,X56:0.099459,X57:0.17237,X58:0.91897,X59:0.45023,X60:12.098,X61:5.4355,X62:90.772,X63:4.0211,X64:1.9765
4535,X1:0.14472,X2:0.02937,X3:0.91812,X4:32.26,X5:63.12,,X7:0.14472,X8:33.048,X9:2.6136,X10:0.97063,X11:0.14556,X12:4.9273,X13:0.061412,X14:0.14472,X15:66.79,X16:5.4649,X17:34.048,X18:0.14472,X19:0.055371,X20:67.958,X21:1.3507,X22:0.13844,X23:0.055371,,X25:0.80002,X26:5.4649,X27:164.62,X28:17.485,X29:4.4429,X30:-0.030714,X31:0.055371,X32:4.3372,X33:84.156,X34:84.156,X35:0.14189,X36:2.6136,,X38:0.97063,X39:0.054288,X40:3.7638,X41:0.006348,X42:0.05297,X43:116.88,X44:48.925,X45:0.29739,X46:15.692,X47:71.859,X48:0.12265,X49:0.046929,X50:32.26,X51:0.02937,X52:0.011883,X53:18.485,X54:18.485,X55:25457,X56:0.054288,X57:0.1491,X58:0.94478,,X60:5.371,X61:7.4604,X62:4.1017,X63:88.987,X64:49.775
4536,X1:0.13565,X2:0.21877,X3:0.71096,X4:4.963,X5:69.281,X6:-0.52407,X7:0.17242,X8:3.5709,X9:2.0349,X10:0.78123,X11:0.17274,X12:0.96111,X13:0.096415,X14:0.17242,X15:407.01,X16:0.89679,X17:4.5709,X18:0.17242,X19:0.084732,X20:62.672,X21:1.1692,X22:0.16601,X23:0.066665,X24:0.14443,X25:-0.12925,X26:0.72874,X27:524.96,X28:6.4842,X29:3.6824,X30:-0.00144,X31:0.084887,X32:35.088,X33:10.403,X34:8.5302,X35:0.16869,X36:2.0349,,X38:0.78123,X39:0.0829,X40:1.2748,X41:0.038425,X42:0.081583,X43:118.68,X44:56.011,X45:0.38825,X46:3.0154,X47:68.337,X48:0.14224,X49:0.0699,X50:4.0697,X51:0.1794,X52:0.09613,X53:7.125,X54:7.125,X55:3421.7,X56:0.0829,X57:0.17364,X58:0.91643,,X60:5.824,X61:6.5166,X62:32.179,X63:11.343,X64:18.559
4537,X1:0.053207,X2:0.4145,X3:0.2976,X4:1.7251,X5:-57.745,X6:-0.041457,X7:0.056158,X8:1.412,X9:1.0331,X10:0.58526,X11:0.056158,X12:0.13683,X13:0.053689,X14:0.056158,X15:1846.2,X16:0.19771,X17:2.4125,X18:0.056158,X19:0.036792,X20:124.92,X21:1.7135,X22:0.051632,X23:0.034859,X24:-0.0358,X25:0.58526,X26:0.19059,X27:0.34946,X28:1.0193,X29:4.1709,X30:0.25372,X31:0.036792,X32:101.39,X33:3.5999,X34:0.12456,X35:0.051632,X36:1.5351,X37:45.479,X38:0.58934,X39:0.033827,X40:0.086001,X41:0.17601,X42:0.033827,X43:160.87,X44:35.949,X45:0.10185,X46:0.4523,X47:129.05,X48:0.02584,X49:0.016929,X50:1.7081,X51:0.41042,X52:0.27779,X53:2.0045,X54:2.0184,X55:4411.1,X56:0.032041,X57:0.090913,X58:0.96796,X59:0.006974,X60:2.9219,X61:10.153,X62:98.144,X63:3.719,X64:5.2277
4538,X1:0.026114,X2:0.36414,X3:0.42822,X4:2.176,X5:-91.08,,X7:0.026114,X8:1.7462,X9:1.2952,X10:0.63586,X11:0.026114,X12:0.071713,X13:0.051052,X14:0.026114,X15:2010,X16:0.18159,X17:2.7462,X18:0.026114,X19:0.020161,X20:187.23,X21:1.0386,,X23:0.020161,X24:-0.15822,X25:0.53706,X26:0.18159,,X28:2.0624,X29:2.7042,X30:0.26993,X31:0.040323,X32:135.23,X33:2.6991,X34:2.6991,X35:0.002638,X36:1.2952,,X38:0.63586,X39:0.002037,X40:0.046335,X41:0.30337,,X43:218.54,X44:31.303,X45:0.039304,X46:0.35139,X47:246.74,X48:-0.04001,X49:-0.030891,X50:2.176,X51:0.36414,X52:0.3705,X53:3.0624,X54:3.0624,X55:216.72,X56:0.24118,X57:0.041068,X58:0.76129,,X60:1.9494,X61:11.66,X62:102.62,X63:3.557,X64:6.238
4539,X1:0.010054,X2:0.79506,X3:0.046815,X4:1.0604,X5:-4.8226,X6:-0.010235,X7:0.012987,X8:0.25777,X9:3.3724,X10:0.20494,X11:0.020311,X12:0.016745,X13:0.020284,X14:0.012987,X15:4242.3,X16:0.086039,X17:1.2578,X18:0.012987,X19:0.003851,X20:9.5091,X21:1.0135,X22:0.020197,X23:0.002981,X24:0.030881,X25:0.17381,X26:0.082349,X27:2.7579,X28:0.26363,X29:3.5068,X30:0.2272,X31:0.004624,X32:84.524,X33:4.3183,X34:4.2126,X35:0.023075,X36:3.3724,X37:37.757,X38:0.22439,X39:0.006842,X40:0.041191,X41:0.35048,X42:0.005989,X43:85.555,X44:76.045,X45:0.11443,X46:0.94708,X47:9.5746,X48:-0.035222,X49:-0.010444,X50:1.0344,X51:0.77561,X52:0.23157,X53:1.1541,X54:1.2636,X55:150.39,X56:0.006842,X57:0.049057,X58:0.99615,X59:0.09493,X60:38.384,X61:4.7998,X62:83.945,X63:4.3481,X64:18.991
4540,X1:-0.20293,X2:1.1114,X3:-0.47165,X4:0.47198,X5:-138.29,X6:-0.93038,X7:-0.1871,X8:-0.10032,X9:1.55,X10:-0.1115,X11:-0.15739,X12:-0.20946,X13:-0.12071,X14:-0.1871,X15:-2168.2,X16:-0.16834,X17:0.89975,X18:-0.1871,X19:-0.12071,X20:59.001,X21:0.88907,X22:-0.14402,X23:-0.13092,X24:-0.42578,X25:-1.0429,X26:-0.18259,X27:-3.3209,X28:-0.81558,X29:3.9339,X30:0.716,X31:-0.10056,X32:219.8,X33:2.1269,X34:1.7094,X35:-0.32157,X36:1.756,X37:4.6146,X38:-0.074434,X39:-0.20747,X40:0.010297,X41:-0.25724,X42:-0.092917,X43:97.11,X44:38.109,X45:-0.80994,X46:0.2908,X47:48.137,X48:-0.14402,X49:-0.092917,X50:0.37932,X51:0.89324,X52:0.47017,X53:-0.1928,X54:-0.12871,X55:-4051,X56:0.043041,X57:1.8201,X58:0.86074,X59:-0.33242,X60:6.1863,X61:9.5777,X62:210.34,X63:1.7353,X64:2.6803
4541,X1:0.045711,X2:0.49807,X3:0.22359,X4:2.1454,X5:8.3442,X6:0.17645,X7:0.071983,X8:0.95464,X9:1.099,X10:0.47548,X11:0.071983,X12:0.36874,X13:0.08996,X14:0.071983,X15:1435.8,X16:0.25422,X17:2.0078,X18:0.071983,X19:0.051143,X20:50.378,X21:1.2115,X22:0.1265,X23:0.032477,X24:0.22973,X25:0.47548,X26:0.20147,X27:0.98776,X28:0.38471,X29:4.3491,X30:0.34025,X31:0.051143,X32:55.639,X33:6.5602,X34:0.25398,X35:0.1265,X36:1.4112,X37:0.74142,X38:0.77833,X39:0.089875,X40:0.10283,X41:0.090402,X42:0.089875,X43:103.4,X44:53.024,X45:0.2353,X46:1.1502,X47:55.368,X48:0.071863,X49:0.051058,X50:0.84086,X51:0.19521,X52:0.15243,X53:0.8181,X54:1.3392,X55:4995.2,X56:0.090121,X57:0.096138,X58:0.90988,X59:0.63694,X60:7.2452,X61:6.8837,X62:50.625,X63:7.2099,X64:2.4217
4542,X1:0.055575,X2:0.44597,X3:0.44539,X4:1.9987,X5:-32.847,,X7:0.069398,X8:1.2423,X9:3.5616,X10:0.55403,X11:0.086402,X12:0.15561,X13:0.029679,X14:0.069398,X15:1539.9,X16:0.23702,X17:2.2423,X18:0.069398,X19:0.019485,X20:76.308,X21:0.79078,X22:0.0864,X23:0.015604,X24:0.15615,X25:0.33125,X26:0.20603,X27:5.0811,X28:4.0999,X29:2.749,X30:0.11436,X31:0.024259,X32:46.893,X33:7.7837,X34:7.7837,X35:0.090327,X36:3.5616,,X38:0.55403,X39:0.025361,X40:0.11851,X41:0.12115,X42:0.024259,X43:85.931,X44:9.6235,X45:0.074637,X46:0.32907,X47:78.294,X48:0.050093,X49:0.014065,X50:1.9987,X51:0.44597,X52:0.12847,X53:5.0999,X54:5.0999,X55:249.91,X56:0.025361,X57:0.10031,X58:0.98052,,X60:4.7833,X61:37.928,X62:45.704,X63:7.9862,X64:32.785
4543,X1:0.097422,X2:0.43991,X3:-0.049922,X4:0.69595,X5:-26.752,X6:0.21746,X7:0.10121,X8:1.2071,X9:1.1226,X10:0.53102,X11:0.10121,X12:0.61644,X13:0.13303,X14:0.10121,X15:1182.4,X16:0.30869,X17:2.2732,X18:0.10121,X19:0.099154,X20:5.0339,X21:0.71526,X22:0.1277,X23:0.095438,X24:0.22891,X25:0.53102,X26:0.30007,X27:1.4044,X28:-0.056363,X29:4.2323,X30:0.41634,X31:0.099154,X32:65.908,X33:5.538,X34:0.29029,X35:0.1277,X36:1.048,X37:0.36338,X38:0.80674,X39:0.1251,X40:0.096977,X41:0.08912,X42:0.1251,X43:35.166,X44:30.132,X45:6.92,X46:0.61021,X47:5.6511,X48:0.093118,X49:0.091222,X50:0.25976,X51:0.16419,X52:0.18057,X53:0.59953,X54:0.91082,X55:-852.26,X56:0.10921,X57:0.18346,X58:0.89079,X59:0.51923,X60:72.508,X61:12.113,X62:58.71,X63:6.217,X64:1.1525
4544,X1:0.006657,X2:0.29195,X3:0.67022,X4:5.7369,X5:4.6662,,X7:0.006657,X8:2.4252,X9:1.0218,X10:0.70805,X11:0.025022,X12:0.047051,X13:0.023591,X14:0.006657,X15:4420.9,X16:0.082562,X17:3.4252,X18:0.006657,X19:0.006515,X20:230.99,X21:0.68951,X22:0.024725,X23:0.006515,X24:0.068661,X25:0.10541,X26:0.082562,X27:1.3463,X28:3.5596,X29:3.7267,X30:0.27574,X31:0.021162,X32:51.57,X33:7.0777,X34:3.4301,X35:0.020336,X36:1.0218,X37:1.0999,X38:0.85815,X39:0.019903,X40:0.14891,X41:0.23077,X42:0.024198,X43:282.44,X44:51.452,X45:0.010296,X46:1.1669,X47:235.68,X48:0.007278,X49:0.007123,X50:2.7803,X51:0.14149,X52:0.14129,X53:3.7605,X54:4.5577,X55:3572.1,X56:0.019903,X57:0.009402,X58:0.99352,X59:0.212,X60:1.5802,X61:7.094,X62:50.544,X63:7.2214,X64:5.4266
4545,X1:0.009576,X2:0.30338,X3:0.35654,X4:2.3179,X5:42.803,X6:0.080101,X7:0.013632,X8:1.9589,X9:1.0067,X10:0.5943,X11:0.013632,X12:0.050391,X13:0.035869,X14:0.013632,X15:1349.3,X16:0.27051,X17:3.2962,X18:0.013632,X19:0.005958,X20:13.066,X21:1.1696,X22:0.010172,X23:0.004186,X24:0.10685,X25:0.5943,X26:0.25714,X27:0.044755,X28:0.95606,X29:4.8635,X30:0.051611,X31:0.005958,X32:43.447,X33:8.4011,X34:0.033528,X35:0.010172,X36:2.3207,X37:16.595,X38:0.62715,X39:0.004446,X40:0.73135,X41:0.12689,X42:0.004446,X43:68.475,X44:55.409,X45:0.11692,X46:2.0152,X47:13.153,X48:-0.058262,X49:-0.025465,X50:2.0669,X51:0.27053,X52:0.11903,X53:1.5936,X54:1.6817,X55:26040,X56:0.006628,X57:0.016113,X58:0.99337,X59:0.055277,X60:27.935,X61:6.5874,X62:43.159,X63:8.4572,X64:6.135
4546,X1:0.1288,X2:0.29393,X3:0.31182,X4:2.0609,X5:16.273,X6:0.21921,X7:0.16095,X8:2.3237,X9:1.1478,X10:0.683,X11:0.16095,X12:0.5476,X13:0.15696,X14:0.16095,X15:573.02,X16:0.63697,X17:3.4022,X18:0.16095,X19:0.13493,X20:81.266,X21:1.198,X22:0.15082,X23:0.10798,X24:0.27776,X25:0.683,X26:0.52759,X27:1.4512,X28:0.79092,X29:4.572,X30:0.21354,X31:0.13493,X32:103.23,X33:3.5357,X34:0.51311,X35:0.15082,X36:1.2201,,X38:0.683,X39:0.12643,X40:0.13495,X41:0.054569,X42:0.12643,X43:173.22,X44:91.952,X45:0.48499,X46:1.1573,X47:93.276,X48:0.12455,X49:0.10441,X50:2.0609,X51:0.29393,X52:0.28283,X53:1.7324,X54:1.7324,X55:11638,X56:0.12876,X57:0.18859,X58:0.87124,,X60:4.4914,X61:3.9695,X62:89.939,X63:4.0583,X64:3.0256
